Moive_ID,Movie Rating,Duration,Gross_M,Worldwide LT Gross,Metascore,movie_age,Actionn,Comedy,Drama,Romance,Horror,Sci_fi,Family,Vote_Catg
Lincoln_2012,7.3,150,182,275293450,86,11,0,0,1,0,0,0,0,Adequate
Lara Croft: Tomb Raider_2001,5.7,100,131,274703340,33,22,1,0,0,0,0,0,0,Adequate
Tomb Raider_2018,6.3,119,58,274650803,48,5,1,0,0,0,0,0,0,Adequate
The Expendables_2010,6.4,103,103,274470394,45,13,1,0,0,0,0,0,0,Adequate
Cloudy with a Chance of Meatballs 2_2013,6.3,95,119,274325949,59,10,0,1,0,0,0,0,0,Adequate
The Nutty Professor_1996,5.7,95,128,273961019,62,27,0,1,0,1,0,1,0,Adequate
Jerry Maguire_1996,7.3,139,153,273552592,77,27,0,1,1,1,0,0,0,Adequate
Bad Boys II_2003,6.6,147,138,273339556,38,20,1,1,0,0,0,0,0,Adequate
Lilo & Stitch_2002,7.3,85,145,273144151,73,21,0,1,0,0,0,0,0,Adequate
The Silence of the Lambs_1991,8.6,118,130,272742922,85,32,0,0,1,0,0,0,0,High
Grown Ups_2010,5.9,102,162,271457301,30,13,0,1,0,0,0,0,0,Adequate
Neighbors_2014,6.3,97,150,270665134,68,9,0,1,0,0,0,0,0,Adequate
The Firm_1993,6.8,154,158,270248367,58,30,0,0,1,0,0,0,0,Adequate
We're the Millers_2013,7,110,150,269994119,44,10,0,1,0,0,0,0,0,Adequate
Gran Torino_2008,8.1,116,148,269958228,72,15,0,0,1,0,0,0,0,Adequate
"10,000 BC_2008",5.1,109,94,269784201,34,15,1,0,1,0,0,0,0,Adequate
American Gangster_2007,7.8,157,130,269755430,76,16,0,0,1,0,0,0,0,Adequate
Epic_2013,6.6,102,107,268426634,52,10,1,0,0,0,0,0,0,Adequate
Exodus: Gods and Kings_2014,6,150,65,268175631,52,9,1,0,1,0,0,0,0,Adequate
Bambi_1942,7.3,69,102,267447150,91,81,0,0,1,0,0,0,0,Adequate
The Princess and the Frog_2009,7.1,97,104,267045765,73,14,0,1,0,0,0,0,0,Adequate
Batman Returns_1992,7.1,126,162,266915287,68,31,1,0,0,0,0,0,0,Adequate
Indecent Proposal_1993,6,117,106,266614059,35,30,0,0,1,1,0,0,0,Satisfactory
Something's Gotta Give_2003,6.7,128,124,265328738,66,20,0,1,1,1,0,0,0,Adequate
Bridget Jones: The Edge of Reason_2004,6,108,40,265126918,44,19,0,1,1,1,0,0,0,Adequate
The Incredible Hulk_2008,6.6,112,134,264770996,61,15,1,0,0,0,0,1,0,Adequate
Waterworld_1995,6.2,135,88,264218220,56,28,1,0,0,0,0,1,0,Adequate
The Truman Show_1998,8.2,103,125,264118201,90,25,0,1,1,0,0,0,0,High
Charlie's Angels_2000,5.6,98,125,264105545,52,23,1,1,0,0,0,0,0,Adequate
The Fifth Element_1997,7.6,126,63,263920180,52,26,1,0,0,0,0,1,0,Adequate
Gisaengchung_2019,8.5,132,53,263187038,96,4,0,0,1,0,0,0,0,Adequate
Jumanji_1995,7,104,100,262821940,39,28,0,1,0,0,0,0,1,Adequate
Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan_2006,7.3,84,128,262552893,89,17,0,1,0,0,0,0,0,Adequate
Robots_2005,6.4,91,128,262511490,64,18,0,1,0,0,0,0,0,Adequate
Knight and Day_2010,6.3,109,76,261989769,46,13,1,1,0,0,0,0,0,Adequate
Total Recall_1990,7.5,113,119,261317921,57,33,1,0,0,0,0,1,0,Adequate
This Is It_2009,7.2,111,72,261183588,67,14,0,0,1,0,0,0,0,Satisfactory
Terminator: Dark Fate_2019,6.2,128,62,261119292,54,4,1,0,0,0,0,1,0,Adequate
The Lone Ranger_2013,6.4,150,89,260502115,37,10,1,0,0,0,0,0,0,Adequate
Super 8_2011,7,112,127,260095986,72,12,1,0,0,0,0,1,0,Adequate
Xun long jue_2015,5.9,127,1,259368448,48,8,1,0,1,0,0,0,0,Low
Blade Runner 2049_2017,8,164,92,259352064,81,6,1,0,1,0,0,0,0,Adequate
Charlie's Angels: Full Throttle_2003,4.9,106,100,259175788,48,20,1,1,0,0,0,0,0,Adequate
Rush Hour 3_2007,6.2,91,140,258097122,44,16,1,1,0,0,0,0,0,Adequate
The Full Monty_1997,7.2,91,45,257938649,75,26,0,1,1,0,0,0,0,Adequate
Gong fu yu jia_2017,5.1,107,0,257753889,50,6,1,1,0,0,0,0,0,Satisfactory
Annabelle_2014,5.4,99,84,257589721,37,9,0,0,0,0,1,0,0,Adequate
Encanto_2021,7.2,102,96,256718560,75,2,0,1,0,0,0,0,1,Adequate
The Village_2004,6.6,108,114,256697520,44,19,0,0,1,0,0,0,0,Adequate
Gang jiong_2015,5.4,114,1,256283912,NULL,8,1,1,0,0,0,0,0,Low
Erin Brockovich_2000,7.4,131,125,256271286,73,23,0,0,1,0,0,0,0,Adequate
Fei chi ren sheng_2019,6.3,98,0,255863112,NULL,4,0,1,0,0,0,0,0,Low
Get Out_2017,7.7,104,176,255745157,85,6,0,0,0,0,1,0,0,Adequate
Marley & Me_2008,7,111,143,255743093,53,15,0,1,1,0,0,0,1,Adequate
Halloween_2018,6.5,106,159,255614941,67,5,0,0,0,0,1,0,0,Adequate
Us_2019,6.8,116,175,255228914,81,4,0,0,0,0,1,0,0,Adequate
Cliffhanger_1993,6.5,113,84,255000211,60,30,1,0,0,0,0,0,0,Adequate
Baahubali 2: The Conclusion_2017,8.2,167,20,254158390,NULL,6,1,0,1,0,0,0,0,Adequate
Babe_1995,6.9,91,66,254134910,83,28,0,1,1,0,0,0,1,Adequate
Men in Black: International_2019,5.6,114,80,253890701,38,4,1,1,0,0,0,0,0,Adequate
Wild Hogs_2007,5.8,100,168,253625427,27,16,1,1,0,0,0,0,0,Adequate
High School Musical 3: Senior Year_2008,4.9,112,90,252909177,57,15,0,1,1,0,0,0,1,Satisfactory
Hercules_1997,7.3,93,99,252712101,74,26,0,1,0,0,0,0,0,Adequate
Dark Phoenix_2019,5.7,113,65,252442974,43,4,1,0,0,0,0,1,0,Adequate
True Grit_2010,7.6,110,171,252276927,80,13,0,0,1,0,0,0,0,Adequate
Dolittle_2020,5.6,101,77,251410631,26,3,0,1,0,0,0,0,1,Satisfactory
Bean_1997,6.5,89,45,251212670,52,26,0,1,0,0,0,0,1,Adequate
American Hustle_2013,7.2,138,150,251171807,90,10,0,0,1,0,0,0,0,Adequate
Enemy of the State_1998,7.3,132,111,250849789,67,25,1,0,0,0,0,0,0,Adequate
You've Got Mail_1998,6.7,119,115,250821495,57,25,0,1,1,1,0,0,0,Adequate
Eragon_2006,5.1,104,75,250425512,38,17,1,0,0,0,0,0,1,Adequate
Brother Bear_2003,6.8,85,85,250397798,48,20,0,1,0,0,0,0,0,Adequate
The Godfather_1972,9.2,175,134,250341816,100,51,0,0,1,0,0,0,0,High
The Mask of Zorro_1998,6.8,136,94,250288523,63,25,1,1,0,0,0,0,0,Adequate
The Ring_2002,7.1,115,129,249348933,57,21,0,0,0,0,1,0,0,Adequate
The Blair Witch Project_1999,6.5,81,140,248639099,81,24,0,0,0,0,1,0,0,Adequate
Unbreakable_2000,7.3,106,95,248118121,62,23,0,0,1,0,0,1,0,Adequate
Journey to the West: Demon Chapter_2017,5.4,109,0,247585244,59,6,0,1,0,0,0,0,1,Low
Dumb and Dumber_1994,7.3,107,127,247290327,41,29,0,1,0,0,0,0,0,Adequate
Glass_2019,6.6,129,111,246999039,43,4,0,0,1,0,1,1,0,Adequate
Grown Ups 2_2013,5.3,101,133,246984278,19,10,0,1,0,0,0,0,0,Adequate
The Peanuts Movie_2015,7,88,130,246233113,67,8,0,1,0,0,0,0,0,Satisfactory
Rango_2011,7.2,107,123,245724603,75,12,1,0,0,0,0,0,0,Adequate
The Bad Guys_2022,6.8,100,0,245713440,64,1,0,1,0,0,0,0,0,Satisfactory
Four Weddings and a Funeral_1994,7.1,117,52,245700832,81,29,0,1,1,1,0,0,0,Adequate
Face/Off_1997,7.3,138,112,245676146,82,26,1,0,0,0,0,1,0,Adequate
Teenage Mutant Ninja Turtles: Out of the Shadows_2016,5.9,112,82,245623848,40,7,1,1,0,0,0,0,0,Satisfactory
Dark Shadows_2012,6.2,113,79,245527149,55,11,0,1,0,0,1,0,0,Adequate
Hulk_2003,5.6,138,132,245285165,54,20,1,0,0,0,0,1,0,Adequate
Love Actually_2003,7.6,135,59,245203167,55,20,0,1,1,1,0,0,0,Adequate
Lie huo ying xiong_2019,5.7,118,0,245179562,NULL,4,1,0,1,0,0,0,1,Unconsiderable
Bienvenue chez les Ch'tis_2008,7.1,106,1,245144417,NULL,15,0,1,0,1,0,0,0,Satisfactory
Back to the Future Part III_1990,7.4,118,87,245077583,55,33,0,1,0,0,0,1,0,Adequate
Pixels_2015,5.6,105,78,244874809,27,8,1,1,0,0,0,0,0,Adequate
Hercules_2014,6,98,72,244819862,47,9,1,0,0,0,0,0,0,Adequate
Rush Hour_1998,7,98,141,244721064,60,25,1,1,0,0,0,0,0,Adequate
Journey to the Center of the Earth_2008,5.8,93,101,244232688,57,15,1,0,0,0,0,0,1,Adequate
After Earth_2013,4.8,100,60,243611982,33,10,1,0,0,0,0,1,0,Adequate
A Few Good Men_1992,7.7,138,141,243240178,62,31,0,0,1,0,0,0,0,Adequate
Cloudy with a Chance of Meatballs_2009,6.9,90,124,243006126,66,14,0,1,0,0,0,0,0,Adequate
8 Mile_2002,7.2,110,116,242875078,77,21,0,0,1,0,0,0,0,Adequate
Daddy's Home_2015,6.1,96,150,242786137,42,8,0,1,0,0,0,0,1,Adequate
RoboCop_2014,6.2,117,58,242688965,52,9,1,0,0,0,0,1,0,Adequate
Eraser_1996,6.2,115,101,242295562,56,27,1,0,0,0,0,0,0,Adequate
Alien: Covenant_2017,6.4,122,74,240891763,65,6,0,0,0,0,1,1,0,Adequate
Sully_2016,7.4,96,125,240797623,74,7,0,0,1,0,0,0,0,Adequate
Assassin's Creed_2016,5.6,115,54,240697856,36,7,1,0,0,0,0,1,0,Adequate
Click_2006,6.4,107,137,240685326,45,17,0,1,1,0,0,0,0,Adequate
Jiang Ziya_2020,6.5,110,0,240663149,NULL,3,1,0,0,0,0,0,0,Low
Resident Evil: Retribution_2012,5.3,95,42,240159255,39,11,1,0,0,0,1,1,0,Adequate
Die Hard 2_1990,7.1,124,117,240031274,67,33,1,0,0,0,0,0,0,Adequate
Crocodile Dundee II_1988,5.7,108,109,239606210,41,35,1,1,0,0,0,0,0,Satisfactory
Planes_2013,5.7,91,90,239258712,39,10,0,1,0,0,0,0,0,Satisfactory
Crazy Rich Asians_2018,6.9,120,174,238843729,74,5,0,1,1,1,0,0,0,Adequate
Batman & Robin_1997,3.7,125,107,238235719,28,26,1,0,0,0,0,1,0,Adequate
Gulliver's Travels_2010,4.9,85,42,237382724,33,13,0,1,0,0,0,0,1,Satisfactory
Gone in Sixty Seconds_2000,6.5,118,101,237202299,35,23,1,0,0,0,0,0,0,Adequate
Saturday Night Fever_1977,6.8,118,94,237113184,77,46,0,0,1,0,0,0,0,Satisfactory
Silver Linings Playbook_2012,7.7,122,132,236412453,81,11,0,1,1,1,0,0,0,Adequate
2 Fast 2 Furious_2003,5.9,107,127,236350661,38,20,1,0,0,0,0,0,0,Adequate
Hauru no ugoku shiro_2004,8.2,119,4,236323601,80,19,0,0,0,0,0,0,1,Adequate
Hidden Figures_2016,7.8,127,169,235956898,74,7,0,0,1,0,0,0,0,Adequate
A.I. Artificial Intelligence_2001,7.2,146,78,235926552,65,22,0,0,1,0,0,1,0,Adequate
Dead Poets Society_1989,8.1,128,95,235860116,79,34,0,1,1,0,0,0,0,Adequate
Spy_2015,7,120,110,235666219,75,8,1,1,0,0,0,0,0,Adequate
American Pie_1999,7,95,102,235483004,58,24,0,1,0,0,0,0,0,Adequate
American Reunion_2012,6.7,113,57,234989584,49,11,0,1,0,0,0,0,0,Adequate
Big Daddy_1999,6.4,93,163,234801895,41,24,0,1,1,0,0,0,0,Adequate
Alvin and the Chipmunks: The Road Chip_2015,4.9,92,85,234798636,33,8,0,1,0,0,0,0,0,Satisfactory
The Imitation Game_2014,8,114,91,233555708,71,9,0,0,1,0,0,0,0,Adequate
Cruella_2021,7.3,134,86,233503234,59,2,0,1,0,0,0,0,0,Adequate
The Day the Earth Stood Still_2008,5.5,104,79,233093859,40,15,0,0,1,0,0,1,0,Adequate
American Wedding_2003,6.3,96,104,232722935,43,20,0,1,0,0,0,0,0,Adequate
The Girl with the Dragon Tattoo_2011,7.8,158,102,232617430,71,12,0,0,1,0,0,0,0,Adequate
Juno_2007,7.5,96,143,232372681,81,16,0,1,1,0,0,0,0,Adequate
Argo_2012,7.7,120,136,232325503,86,11,0,0,1,0,0,0,0,Adequate
Mr. Bean's Holiday_2007,6.4,90,33,232225908,56,16,0,1,0,0,0,0,1,Adequate
The English Patient_1996,7.4,162,78,231976425,87,27,0,0,1,1,0,0,0,Adequate
Sister Act_1992,6.5,100,139,231605150,51,31,0,1,0,0,0,0,1,Satisfactory
Annabelle Comes Home_2019,5.9,106,74,231252591,53,4,0,0,0,0,1,0,0,Satisfactory
Constantine_2005,7,121,75,230884728,50,18,1,0,0,0,1,0,0,Adequate
Get Smart_2008,6.5,110,130,230685453,54,15,1,1,0,0,0,0,0,Adequate
Space Jam_1996,6.5,88,90,230594962,59,27,0,1,0,0,0,0,0,Adequate
La vita +¿ bella_1997,8.6,116,57,230098753,59,26,0,1,1,1,0,0,0,Adequate
The Heat_2013,6.6,117,159,229930771,60,10,1,1,0,0,0,0,0,Adequate
Ghostbusters_2016,6.9,117,128,229147509,60,7,1,1,0,0,0,0,0,Adequate
Ghost Rider_2007,5.2,110,115,228738393,35,16,1,0,0,0,0,0,0,Adequate
Xia Luo te fan nao_2015,6.7,104,1,228122928,NULL,8,0,1,0,0,0,0,0,Low
Paddington 2_2017,7.8,103,40,227994792,88,6,0,1,0,0,0,0,1,Satisfactory
Sleepless in Seattle_1993,6.8,105,126,227927165,72,30,0,1,1,1,0,0,0,Adequate
Lethal Weapon 2_1989,7.2,114,147,227853986,70,34,1,0,0,0,0,0,0,Adequate
The Green Hornet_2011,5.8,119,98,227817248,39,12,1,1,0,0,0,0,0,Adequate
Out of Africa_1985,7.1,161,87,227514205,69,38,0,0,1,1,0,0,0,Satisfactory
Fang hua_2017,7,135,1,227091290,69,6,0,0,1,1,0,0,0,Low
Baby Driver_2017,7.6,113,107,226945087,86,6,1,0,1,0,0,0,0,Adequate
Immortals_2011,6,110,83,226904017,46,12,1,0,1,0,0,0,0,Adequate
Taken_2008,7.8,90,145,226837760,51,15,1,0,0,0,0,0,0,Adequate
Percy Jackson & the Olympians: The Lightning Thief_2010,5.8,118,88,226497209,47,13,0,0,0,0,0,0,1,Adequate
Hansel & Gretel: Witch Hunters_2013,6.1,88,55,226349749,23,10,1,0,0,0,1,0,0,Adequate
Lightyear_2022,6,100,0,226120658,60,1,1,0,0,0,0,0,0,Satisfactory
Valerian and the City of a Thousand Planets_2017,6.4,136,41,225973340,51,6,1,0,0,0,0,0,0,Adequate
Good Will Hunting_1997,8.3,126,138,225933435,70,26,0,0,1,1,0,0,0,Adequate
Shaonian de ni_2019,7.5,135,0,225918798,83,4,0,0,1,1,0,0,0,Low
Ford v Ferrari_2019,8.1,152,117,225508210,81,4,1,0,1,0,0,0,0,Adequate
Jumper_2008,6.1,88,80,225132113,35,15,1,0,0,0,0,1,0,Adequate
Elf_2003,7,97,173,225097437,64,20,0,1,0,0,0,0,1,Adequate
The Social Network_2010,7.8,120,96,224920375,95,13,0,0,1,0,0,0,0,Adequate
Chicken Run_2000,7.1,84,106,224874811,88,23,0,1,0,0,0,0,0,Adequate
Con Air_1997,6.9,115,101,224012234,52,26,1,0,0,0,0,0,0,Adequate
Interview with the Vampire: The Vampire Chronicles_1994,7.5,123,105,223664608,59,29,0,0,1,0,1,0,0,Adequate
Flightplan_2005,6.3,98,89,223387299,53,18,0,0,1,0,0,0,0,Adequate
Yes Man_2008,6.8,104,97,223241637,46,15,0,1,0,1,0,0,0,Adequate
Non-Stop_2014,6.9,106,92,222809600,56,9,1,0,0,0,0,0,0,Adequate
"Honey, I Shrunk the Kids_1989",6.4,93,130,222724172,63,34,0,1,0,0,0,0,1,Adequate
Fahrenheit 9/11_2004,7.5,122,119,222446882,67,19,0,0,1,0,0,0,0,Adequate
Wild Wild West_1999,4.9,106,113,222104681,38,24,1,1,0,0,0,1,0,Adequate
Wo he wo de fu bei_2021,6.1,157,0,221831086,NULL,2,0,0,1,0,0,0,0,Unconsiderable
Geostorm_2017,5.3,109,33,221600160,21,6,1,0,0,0,0,1,0,Adequate
Presumed Innocent_1990,6.9,127,86,221303188,72,33,0,0,0,0,0,0,0,Satisfactory
Jungle Cruise_2021,6.6,127,116,220889446,50,2,1,1,0,0,0,0,0,Adequate
Scary Movie 3_2003,5.5,84,110,220673217,49,20,0,1,0,0,0,0,0,Adequate
Collateral_2004,7.5,120,101,220239925,71,19,1,0,1,0,0,0,0,Adequate
Inferno_2016,6.2,121,34,220021259,42,7,1,0,0,0,0,0,0,Adequate
Knocked Up_2007,6.9,129,148,219922417,85,16,0,1,0,1,0,0,0,Adequate
Green Lantern_2011,5.5,114,116,219851172,39,12,1,0,0,0,0,1,0,Adequate
What Happens in Vegas_2008,6.1,99,80,219375562,36,15,0,1,0,1,0,0,0,Adequate
It's Complicated_2009,6.5,121,112,219103655,57,14,0,1,1,1,0,0,0,Satisfactory
The Terminal_2004,7.4,128,77,219100084,55,19,0,1,1,1,0,0,0,Adequate
Captain Phillips_2013,7.8,134,107,218791811,82,10,1,0,0,0,0,0,0,Adequate
The Prince of Egypt_1998,7.1,99,101,218613188,64,25,0,0,1,0,0,0,0,Adequate
Jack Reacher_2012,7,130,80,218340595,50,11,1,0,0,0,0,0,0,Adequate
Kingdom of Heaven_2005,7.2,144,47,218122627,63,18,1,0,1,0,0,0,0,Adequate
The Emoji Movie_2017,3.3,86,86,217776646,12,6,0,1,0,0,0,0,0,Satisfactory
Zhe ge sha shou bu tai leng jing_2022,6.1,109,0,217254604,NULL,1,0,1,0,0,0,0,0,Unconsiderable
Dracula Untold_2014,6.2,92,56,217124280,40,9,1,0,1,0,0,0,0,Adequate
Central Intelligence_2016,6.3,107,127,216972543,52,7,1,1,0,0,0,0,0,Adequate
Million Dollar Baby_2004,8.1,132,100,216763646,86,19,0,0,1,0,0,0,0,Adequate
The Help_2011,8.1,146,169,216639112,62,12,0,0,1,0,0,0,0,Adequate
Twins_1988,6.1,107,111,216614388,53,35,0,1,0,0,0,0,0,Adequate
Little Women_2019,7.8,135,108,216601214,91,4,0,0,1,1,0,0,0,Adequate
Valentine's Day_2010,5.7,125,110,216528528,34,13,0,1,0,1,0,0,0,Adequate
Bad Teacher_2011,5.6,92,100,216197492,47,12,0,1,0,1,0,0,0,Adequate
Song ni yi duo xiao hong hua_2020,6.6,122,0,216000000,NULL,3,0,0,1,0,0,0,1,Unconsiderable
The Croods: A New Age_2020,6.9,95,58,215905815,56,3,0,1,0,0,0,0,0,Satisfactory
Clear and Present Danger_1994,6.9,141,122,215887717,74,29,1,0,1,0,0,0,0,Adequate
One Hundred and One Dalmatians_1961,7.3,79,144,215880014,83,62,0,1,0,0,0,0,0,Adequate
Ted 2_2015,6.3,115,81,215863606,48,8,0,1,0,0,0,0,0,Adequate
Dracula_1992,7.4,128,82,215862692,57,31,0,0,1,0,1,0,0,Adequate
Vertical Limit_2000,5.9,124,69,215663859,48,23,1,0,1,0,0,0,0,Satisfactory
Ghostbusters II_1989,6.6,108,112,215394738,56,34,1,1,0,0,0,0,0,Adequate
The Patriot_2000,7.2,165,113,215294342,63,23,1,0,1,0,0,0,0,Adequate
The Sorcerer's Apprentice_2010,6.1,109,63,215283742,46,13,1,0,0,0,0,0,1,Adequate
Just Go with It_2011,6.4,117,103,214945591,33,12,0,1,0,1,0,0,0,Adequate
The Expendables 3_2014,6.1,126,39,214657577,35,9,1,0,0,0,0,0,0,Adequate
Dirty Dancing_1987,7,100,0,214577242,65,36,0,0,1,1,0,0,0,Adequate
Creed II_2018,7.1,130,115,214215889,66,5,0,0,1,0,0,0,0,Adequate
Smallfoot_2018,6.6,96,83,214115531,60,5,0,1,0,0,0,0,0,Satisfactory
Public Enemies_2009,7,140,97,214104620,70,14,1,0,0,0,0,0,0,Adequate
The Bourne Identity_2002,7.9,119,121,214034224,68,21,1,0,0,0,0,0,0,Adequate
Disclosure_1994,6.1,128,83,214015089,58,29,0,0,1,0,0,0,0,Satisfactory
Pulp Fiction_1994,8.9,154,107,213928762,94,29,0,0,1,0,0,0,0,High
The Aviator_2004,7.5,170,102,213719942,77,19,0,0,1,0,0,0,0,Adequate
Wo hu cang long_2000,7.9,120,128,213525736,94,23,1,0,1,0,0,0,0,Adequate
Braveheart_1995,8.4,178,75,213216216,68,28,0,0,1,0,0,0,0,High
Into the Woods_2014,5.9,125,128,212902372,69,9,0,1,1,0,0,0,0,Adequate
Bedtime Stories_2008,6,99,110,212874864,33,15,0,1,0,0,0,0,1,Satisfactory
Miss Congeniality_2000,6.3,109,106,212742720,43,23,1,1,0,0,0,0,0,Adequate
Entrapment_1999,6.3,113,87,212404396,54,24,1,0,0,1,0,0,0,Adequate
Ace Ventura: When Nature Calls_1995,6.4,90,108,212385533,45,28,0,1,0,0,0,0,0,Adequate
End of Days_1999,5.8,122,66,211989043,33,24,1,0,0,0,1,0,0,Adequate
Bridget Jones's Baby_2016,6.5,123,24,211952420,59,7,0,1,1,1,0,0,0,Satisfactory
Fury_2014,7.5,134,85,211822697,64,9,1,0,1,0,0,0,0,Adequate
Battle: Los Angeles_2011,5.7,116,83,211819354,37,12,1,0,0,0,0,1,0,Adequate
Australia_2008,6.6,165,49,211787511,53,15,0,0,1,1,0,0,0,Adequate
Due Date_2010,6.5,95,100,211780824,51,13,0,1,1,0,0,0,0,Adequate
Master and Commander: The Far Side of the World_2003,7.4,138,93,211622535,81,20,1,0,1,0,0,0,0,Adequate
A Series of Unfortunate Events_2004,6.8,108,118,211468235,62,19,0,1,0,0,0,0,1,Adequate
The Little Mermaid_1989,7.6,83,111,211343479,88,34,0,1,0,0,0,0,0,Adequate
Qi ji -+ Ben xiao hai_2022,6.7,106,0,211019042,NULL,1,0,1,1,0,0,0,0,Unconsiderable
District 9_2009,7.9,112,115,210888950,81,14,1,0,0,0,0,1,0,Adequate
Moonraker_1979,6.2,126,70,210308099,66,44,1,0,0,0,0,1,0,Adequate
The Others_2001,7.6,101,96,209947037,74,22,0,0,0,0,1,0,0,Adequate
Horrible Bosses_2011,6.9,98,117,209838559,57,12,0,1,0,0,0,0,0,Adequate
Hou lai de wo men_2018,7.4,120,0,209221380,NULL,5,0,0,1,1,0,0,0,Low
Red Dragon_2002,7.2,124,93,209196298,60,21,0,0,1,0,0,0,0,Adequate
Tomorrowland_2015,6.4,130,93,209035668,60,8,1,0,0,0,0,0,1,Adequate
Me Before You_2016,7.4,106,56,208314186,51,7,0,0,1,1,0,0,0,Adequate
Safe House_2012,6.7,115,126,208076205,52,11,1,0,0,0,0,0,0,Adequate
S.W.A.T._2003,6,117,116,207725639,45,20,1,0,0,0,0,0,0,Adequate
The Fast and the Furious_2001,6.8,106,144,207517509,58,22,1,0,0,0,0,0,0,Adequate
Traffic_2000,7.6,147,124,207515725,86,23,0,0,1,0,0,0,0,Adequate
Paranormal Activity 3_2011,5.8,83,104,207039844,59,12,0,0,0,0,1,0,0,Satisfactory
Philadelphia_1993,7.7,125,77,206678440,66,30,0,0,1,0,0,0,0,Adequate
The Conjuring: The Devil Made Me Do It_2021,6.3,112,65,206401480,53,2,0,0,0,0,1,0,0,Adequate
Sleepy Hollow_1999,7.3,105,101,206071502,65,24,0,0,0,0,1,0,0,Adequate
The Holiday_2006,6.9,136,63,205850134,52,17,0,1,0,1,0,0,0,Adequate
Nou fo_2021,6.6,126,0,205846481,72,2,1,0,0,0,0,0,0,Low
The Jungle Book_1967,7.6,78,141,205843612,65,56,0,1,0,0,0,0,0,Adequate
London Has Fallen_2016,5.9,99,62,205754447,28,7,1,0,0,0,0,0,0,Adequate
The Break-Up_2006,5.8,106,118,205668210,45,17,0,1,1,1,0,0,0,Adequate
Xi you: Xiang mo pian_2013,6.7,110,0,205637183,68,10,1,1,0,0,0,0,0,Satisfactory
The Ugly Truth_2009,6.4,96,88,205599393,28,14,0,1,0,1,0,0,0,Adequate
JFK_1991,8,189,70,205405498,72,32,0,0,1,0,0,0,0,Adequate
White House Down_2013,6.3,131,73,205366737,52,10,1,0,1,0,0,0,0,Adequate
Birds of Prey and the Fantabulous Emancipation of One Harley Quinn_2020,6,109,84,205322941,60,3,1,1,0,0,0,0,0,Adequate
A Dog's Purpose_2017,7.2,100,64,205035819,43,6,0,1,1,0,0,0,0,Satisfactory
Gake no ue no Ponyo_2008,7.6,101,15,204826668,86,15,0,1,0,0,0,0,0,Adequate
Fun with Dick and Jane_2005,6.1,90,110,204681899,47,18,0,1,0,0,0,0,0,Adequate
Eat Pray Love_2010,5.8,133,80,204594016,50,13,0,0,1,1,0,0,0,Satisfactory
Ghostbusters: Afterlife_2021,7.1,124,129,204334455,45,2,0,1,0,0,0,0,0,Adequate
You Don't Mess with the Zohan_2008,5.6,113,100,204313400,54,15,1,1,0,0,0,0,0,Adequate
The Addams Family_2019,5.8,86,100,203785209,46,4,0,1,0,0,0,0,1,Satisfactory
Hairspray_2007,6.7,117,118,203627753,81,16,0,1,1,0,0,0,0,Adequate
King Arthur_2004,6.3,126,51,203567857,46,19,1,0,1,0,0,0,0,Adequate
Yogi Bear_2010,4.6,81,100,203509374,35,13,0,1,0,0,0,0,0,Satisfactory
Everest_2015,7.1,121,43,203427584,64,8,1,0,0,0,0,0,0,Adequate
Vanilla Sky_2001,6.9,136,100,203388341,45,22,0,0,0,1,0,0,0,Adequate
Arrival_2016,7.9,116,100,203388186,81,7,0,0,1,0,0,1,0,Adequate
Need for Speed_2014,6.4,132,43,203277636,39,9,1,0,0,0,0,0,0,Adequate
Garfield_2004,5,80,75,203172417,27,19,0,1,0,0,0,0,0,Satisfactory
Patch Adams_1998,6.8,115,135,202292902,25,25,0,1,1,0,0,0,0,Adequate
Teenage Mutant Ninja Turtles_1990,6.7,93,135,202084756,51,33,1,1,0,0,0,0,0,Satisfactory
Kindergarten Cop_1990,6.2,111,91,201957688,61,33,1,1,0,0,0,0,0,Adequate
Straight Outta Compton_2015,7.8,147,161,201634991,72,8,0,0,1,0,0,0,0,Adequate
21 Jump Street_2012,7.2,109,138,201585328,69,11,1,1,0,0,0,0,0,Adequate
Valkyrie_2008,7.1,121,83,201545517,56,15,0,0,1,0,0,0,0,Adequate
Open Season_2006,6.1,86,85,200811689,49,17,0,1,0,0,0,0,0,Satisfactory
Cats & Dogs_2001,5.1,87,93,200687492,47,22,1,1,0,0,0,0,0,Satisfactory
The Hunt for Red October_1990,7.5,135,122,200512643,58,33,1,0,0,0,0,0,0,Adequate
Percy Jackson: Sea of Monsters_2013,5.7,106,68,199850315,39,10,0,0,0,0,0,0,1,Adequate
Two Weeks Notice_2002,6.1,101,93,199043471,42,21,0,1,0,1,0,0,0,Adequate
RED_2010,7,111,90,199006387,60,13,1,1,0,0,0,0,0,Adequate
Chak daan juen ga 2_2020,6.6,120,0,198921659,NULL,3,1,0,0,0,0,0,0,Low
City of Angels_1998,6.7,114,78,198685114,54,25,0,0,1,1,0,0,0,Adequate
The Pacifier_2005,5.6,95,113,198636868,30,18,1,1,1,0,0,0,0,Satisfactory
50 First Dates_2004,6.8,99,120,198520934,48,19,0,1,1,1,0,0,0,Adequate
Total Recall_2012,6.2,118,58,198467168,43,11,1,0,0,0,0,1,0,Adequate
